Word,Synonyms
attached,attach|attach|attach|bind;tie;attach;bond|impound;attach;sequester;confiscate;seize
attached,affiliated;connected
attached,committed
attacking,attack;assail|attack;round;assail;lash out;snipe;assault|attack;aggress|assail;assault;set on;attack|attack|attack
attacking,assaultive
attainable,come-at-able
attained,achieve;accomplish;attain;reach|reach;hit;attain|fall upon;strike;come upon;light upon;chance upon;come across;chance on;happen upon;attain;discover|reach;make;attain;hit;arrive at;gain
attempted,try;seek;attempt;essay;assay|undertake;set about;attempt
attendant,attender;tender|attender;attendee;meeter|accompaniment;concomitant;co-occurrence
attendant,consequent;accompanying;concomitant;incidental;ensuant;resultant;sequent
attended,attend;go to|attend;take care;look;see|attend|serve;attend to;wait on;attend;assist|attend;hang;advert;pay heed;give ear
attended,accompanied
attended,tended to
attentive,heedful;thoughtful;paying attention
attic,loft;garret|Attic;Ionic;Ionic dialect;Classical Greek|bean;bonce;noodle;noggin;dome
attic,Attic
atypical,untypical
atypical,irregular
audacious,brave;dauntless;fearless;hardy;intrepid;unfearing|barefaced;bodacious;bald-faced;brassy;brazen;brazen-faced;insolent|daring;venturesome;venturous
audible,hearable
audiovisual,audiovisual aid
auditory,audile;auditive
august,August;Aug
august,grand;lordly|revered;venerable
austere,severe;stark;stern|stern|ascetic;ascetical;spartan
australian,Australian;Aussie|Australian;Aboriginal Australian
australian,Australian
austrian,Austrian
austrian,Austrian
authentic,reliable|bona fide;unquestionable;veritable
authorised,empower;authorise;authorize|authorize;authorise;pass;clear
authorised,authorized
authorised,authoritative;authorized
authoritarian,dictator
authoritarian,autocratic;dictatorial;despotic;tyrannic;tyrannical|dictatorial;overbearing
authoritative,important|classical;classic;definitive|authorized;authorised
authorized,authorize;authorise;pass;clear|empower;authorise;authorize
authorized,authorised
authorized,authoritative;authorised
autobiographical,autobiographic|autobiographic
autocratic,bossy;dominating;high-and-mighty;magisterial;peremptory|authoritarian;dictatorial;despotic;tyrannic;tyrannical
autographed,autograph;inscribe
automated,automatize;automatise;automate
automated,machine-controlled;machine-driven
automatic,automatic rifle;machine rifle|automatic pistol
automatic,automatonlike;machinelike;robotlike;robotic|reflex;reflexive
automotive,self-propelled;self-propelling
autonomous,independent;self-governing;sovereign|self-directed;self-reliant
auxiliary,aide
auxiliary,subsidiary;supplemental;supplementary|accessory;adjunct;ancillary;adjuvant;appurtenant
available,uncommitted|usable;useable
avenged,revenge;avenge;retaliate
average,norm
average,average out|average out
average,mean|ordinary|fair;mediocre;middling|intermediate;medium|modal|median
averse,antipathetic;antipathetical;indisposed;loath;loth
avid,devouring;esurient;greedy|zealous
avocado,alligator pear;avocado pear;aguacate|avocado tree;Persea Americana
avoidable,evitable;avertible;avertable
avowed,affirm;verify;assert;avow;aver;swan;swear|avow;avouch
avowed,professed
awaited,expect;look;await;wait
awaited,anticipated;hoped-for
awake,wake up;arouse;awaken;wake;come alive;waken
awake,alert;alive
awakened,awaken;wake;waken;rouse;wake up;arouse|wake up;awake;arouse;awaken;wake;come alive;waken|awaken
aware,cognizant;cognisant|mindful
awash,afloat;flooded;inundated;overflowing
away,outside
away,off;forth|out|aside|off|aside|aside;by
awed,awe
awed,awful
awed,awestruck;awestricken
awesome,amazing;awe-inspiring;awful;awing
awestruck,awed;awestricken
awful,atrocious;abominable;dreadful;painful;terrible;unspeakable|dire;direful;dread;dreaded;dreadful;fearful;fearsome;frightening;horrendous;horrific;terrible|awed|frightful;terrible;tremendous|amazing;awe-inspiring;awesome;awing
awful,nasty
awful,terribly;awfully;frightfully
awkward,bunglesome;clumsy;ungainly|clumsy;cumbersome;inapt;inept;ill-chosen|embarrassing;sticky;unenviable|ill at ease;uneasy
awry,askew;cockeyed;lopsided;wonky;skew-whiff|amiss;haywire;wrong
awry,amiss|askew;skew-whiff
axiomatic,self-evident;taken for granted
axiomatic,aphoristic|axiomatical;postulational
azure,cerulean;sapphire;lazuline;sky-blue
azure,cerulean;sky-blue;bright blue
back,dorsum|rear|rear|spinal column;vertebral column;spine;backbone;rachis|binding;book binding;cover|backrest
back,endorse;indorse;plump for;plunk for;support|second;endorse;indorse|bet on;gage;stake;game;punt|back up
back,hind;hinder
back,backward;backwards;rearward;rearwards|backward
backed,back;endorse;indorse;plump for;plunk for;support|back|second;back;endorse;indorse|back|back|back|bet on;back;gage;stake;game;punt|back|back;back up|back
backhand,backhand stroke;backhand shot
backhand,backhanded
backhand,left-slanting
backhanded,backhand
backhanded,backhand
backstage,wing;offstage
backstage,offstage
backward,half-witted;slow-witted;feebleminded
backward,back;backwards;rearward;rearwards|backwards|back
bad,badness
bad,big|tough|spoiled;spoilt|uncollectible|risky;high-risk;speculative|unfit;unsound|forged|defective
bad,regretful;sorry
bad,badly|badly
baffled,perplex;vex;stick;get;puzzle;mystify;baffle;beat;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound|thwart;queer;spoil;scotch;foil;cross;frustrate;baffle;bilk|baffle;regulate
baffled,befuddled;bemused;bewildered;confounded;confused;lost;mazed;mixed-up;at sea
baffling,perplex;vex;stick;get;puzzle;mystify;baffle;beat;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound|thwart;queer;spoil;scotch;foil;cross;frustrate;baffle;bilk|baffle;regulate
baffling,elusive;knotty;problematic;problematical;tough
baggy,loose-fitting;sloppy
bahai,Bahai
bahai,Bahai
bahamian,Bahamian
bahamian,Bahamian
bahraini,Bahraini;Bahreini
bahraini,Bahraini
baked,bake|bake|broil;bake|bake;broil
baked,adust;parched;scorched;sunbaked
baking,bake|bake|broil;bake|bake;broil
baking,baking hot
balanced,balance;equilibrate;equilibrize;equilibrise|balance|poise;balance|balance
bald,barefaced|bald-headed;bald-pated|denuded;denudate
balking,resist;balk;baulk;jib
balking,balky
balmy,barmy;bats;batty;bonkers;buggy;cracked;crackers;daft;dotty;fruity;haywire;kooky;kookie;loco;loony;loopy;nuts;nutty;round the bend;around the bend;wacky;whacky|mild;soft
baltic,Baltic;Baltic Sea|Baltic;Baltic language
baltic,Baltic|Baltic
banal,commonplace;hackneyed;old-hat;shopworn;stock;threadbare;timeworn;tired;trite;well-worn
bandaged,bind;bandage|bandage
bandaged,bound
banded,band|ring;band
banging,battering
banging,slam;bang|bang|slam;bang|bang|sleep together;roll in the hay;love;make out;make love;sleep with;get laid;have sex;know;do it;be intimate;have intercourse;have it away;have it off;screw;fuck;jazz;eff;hump;lie with;bed;have a go at it;bang;get it on;bonk|spang;bang
banging,humongous;thumping;whopping;walloping
bangladeshi,Bangladeshi
bangladeshi,Bangladeshi;East Pakistani
bankrupt,insolvent
bankrupt,ruin;break;smash
bankrupt,belly-up
banned,ban;censor|ban|banish;ban|banish;ban;ostracize;ostracise;shun;cast out;blackball
banned,prohibited
banner,streamer|streamer|standard
baptized,baptize;baptise;christen
baptized,baptised
barbaric,barbarian;savage;uncivilized;uncivilised;wild
barbarous,brutal;cruel;fell;roughshod;savage;vicious
barbed,barb
barbed,biting;nipping;pungent;mordacious|barbellate;briary;briery;bristled;bristly;burred;burry;prickly;setose;setaceous;spiny;thorny
bare,publicize;publicise;air|denude;denudate;strip
bare,au naturel;naked;nude|scanty;spare|marginal|mere;simple|unfinished|barren;bleak;desolate;stark|stripped|plain;spare;unembellished;unornamented
bare,unsheathed
bared,bare|publicize;publicise;air;bare|denude;bare;denudate;strip|bar;debar;exclude|barricade;block;blockade;stop;block off;block up;bar|banish;relegate;bar|bar
bared,bareheaded
barefoot,barefooted;shoeless
barefoot,barefooted
baritone,barytone|baritone voice|baritone horn
baroque,Baroque;Baroque era;Baroque period|baroqueness
baroque,churrigueresque;churrigueresco
baroque,Baroque
barred,bar;debar;exclude|barricade;block;blockade;stop;block off;block up;bar|banish;relegate;bar|bar
barred,barricaded;blockaded
barren,waste;wasteland
barren,bare;bleak;desolate;stark|destitute;devoid;free;innocent
barricaded,barricade;block;blockade;stop;block off;block up;bar|barricade|barricade;barricado
barricaded,barred;blockaded
base,base of operations|foundation;fundament;foot;groundwork;substructure;understructure|bag|floor|basis;foundation;fundament;groundwork;cornerstone|pedestal;stand|nucleotide|alkali|basis|radix|home|al-Qaeda;Qaeda;al-Qa'ida;al-Qaida;Base|root;root word;stem;theme;radical|infrastructure
base,establish;ground;found|free-base
base,basal|baseborn;humble;lowly|immoral|mean;meanspirited|baseborn
based,establish;base;ground;found|base|free-base;base
baseless,groundless;idle;unfounded;unwarranted;wild
basic,BASIC|staple
basic,canonic;canonical|introductory
bass,bass part|basso|sea bass|freshwater bass|bass voice;basso
bass,deep
bats,bat;chiropteran|bat;at-bat|squash racket;squash racquet;bat|cricket bat;bat|bat
bats,bat|bat;flutter|bat|bat|cream;bat;clobber;drub;thrash;lick
bats,balmy;barmy;batty;bonkers;buggy;cracked;crackers;daft;dotty;fruity;haywire;kooky;kookie;loco;loony;loopy;nuts;nutty;round the bend;around the bend;wacky;whacky
battered,buffet;knock about;batter|clobber;baste;batter|dinge;batter
battered,beat-up;beaten-up
batty,balmy;barmy;bats;bonkers;buggy;cracked;crackers;daft;dotty;fruity;haywire;kooky;kookie;loco;loony;loopy;nuts;nutty;round the bend;around the bend;wacky;whacky
bavarian,Bavarian
bavarian,Bavarian
bawdy,bawdry
bawdy,off-color;ribald
bay,embayment|true laurel;bay laurel;bay tree;Laurus nobilis|alcove
bay,quest
beaded,bead|bead|bead
beaming,beam|shine;beam|beam|air;send;broadcast;beam;transmit|glow;beam;radiate;shine|glow;beam;radiate;shine
beaming,glad|beamy;effulgent;radiant;refulgent
bearable,endurable;sufferable;supportable
bearded,beard
bearded,barbate;bewhiskered;whiskered;whiskery
bearing,heading;aim|comportment;presence;mien|carriage;posture|charge;heraldic bearing;armorial bearing
bearing,bear|give birth;deliver;bear;birth;have|digest;endure;stick out;stomach;bear;stand;tolerate;support;brook;abide;suffer;put up|bear|bear;turn out|bear;take over;accept;assume|hold;bear;carry;contain|yield;pay;bear|wear;bear|behave;acquit;bear;deport;conduct;comport;carry|bear;hold|hold;carry;bear|have a bun in the oven;bear;carry;gestate;expect
beastly,hellish;god-awful|bestial;brute;brutish;brutal
beat,round|pulse;pulsation;heartbeat|rhythm;musical rhythm|beatnik|meter;metre;measure;cadence
beat,beat out;crush;shell;trounce;vanquish|beat up;work over|pound;thump|drum;thrum|flap|scramble|bunk|tick;ticktock;ticktack|flap|pulsate;quiver|outwit;overreach;outsmart;outfox;circumvent|perplex;vex;stick;get;puzzle;mystify;baffle;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound|exhaust;wash up;tucker;tucker out
beat,all in;bushed;dead
beaten,beat;beat out;crush;shell;trounce;vanquish|beat;beat up;work over|beat|beat;pound;thump|beat|drum;beat;thrum|beat|beat;flap|beat|beat;scramble|beat|beat|beat;bunk|tick;ticktock;ticktack;beat|beat;flap|beat|pulsate;beat;quiver|beat|beat|beat|outwit;overreach;outsmart;outfox;beat;circumvent|perplex;vex;stick;get;puzzle;mystify;baffle;beat;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound|exhaust;wash up;beat;tucker;tucker out
becoming,become;go;get|become;turn|become|become;suit
becoming,comely;comme il faut;decent;decorous;seemly
bedridden,bedfast;bedrid;sick-abed
beefy,burly;husky;strapping;buirdly
beetle,mallet
beetle,overhang
beetle,beetling
befitting,befit;suit;beseem
beforehand,advance
beforehand,ahead;in advance
befuddled,confuse;throw;fox;befuddle;fuddle;bedevil;confound;discombobulate|befuddle;fuddle
befuddled,befogged|baffled;bemused;bewildered;confounded;confused;lost;mazed;mixed-up;at sea|addled;muddled;muzzy;woolly;wooly;woolly-headed;wooly-minded
beginning,commencement;first;outset;get-go;start;kickoff;starting time;showtime;offset|origin;root;rootage;source|start;commencement
beginning,get down;begin;get;start out;start;set about;set out;commence|begin;start|begin;lead off;start;commence|begin|begin|begin|begin;start|begin;start|begin|begin
beginning,first
beguiled,juggle;beguile;hoodwink|capture;enamour;trance;catch;becharm;enamor;captivate;beguile;charm;fascinate;bewitch;entrance;enchant
beguiled,captivated;charmed;delighted;enthralled;entranced
beguiling,juggle;beguile;hoodwink|capture;enamour;trance;catch;becharm;enamor;captivate;beguile;charm;fascinate;bewitch;entrance;enchant
beguiling,alluring;enticing;tempting
behavioral,behavioural
behaviorist,behaviourist
behaviorist,behavioristic;behaviouristic;behaviourist
behavioural,behavioral
beheaded,decapitate;behead;decollate
beheaded,decapitated
behind,buttocks;nates;arse;butt;backside;bum;buns;can;fundament;hindquarters;hind end;keister;posterior;prat;rear;rear end;rump;stern;seat;tail;tail end;tooshie;tush;bottom;derriere;fanny;ass
behind,slow|behindhand;in arrears
beholden,behold;lay eyes on
beige,ecru
belarusian,Belarusian;Byelorussian;White Russian
belarusian,Belarusian
belgian,Belgian
belgian,Belgian
believable,credible
belittled,minimize;belittle;denigrate;derogate|disparage;belittle;pick at|diminish;belittle
belittled,diminished;small
belittling,denigration
belittling,minimize;belittle;denigrate;derogate|disparage;belittle;pick at|diminish;belittle
belittling,deprecating;deprecative;deprecatory;depreciative;depreciatory;slighting
bellicose,battleful;combative
belligerent,combatant;battler;fighter;scrapper
belligerent,aggressive|militant;war-ridden;warring
beloved,dear;dearest;honey;love
beloved,darling;dear
belted,belt out;belt|belt|belt
bemused,bewilder;bemuse;discombobulate;throw
bemused,deep in thought;lost;preoccupied|baffled;befuddled;bewildered;confounded;confused;lost;mazed;mixed-up;at sea
benedictine,Benedictine
benedictine,Benedictine|Benedictine
beneficial,good
beneficiary,donee|benefactive role
benevolent,charitable;kindly;sympathetic;good-hearted;openhearted;large-hearted|freehearted|beneficent;eleemosynary;philanthropic
bengali,Bengali|Bengali|Bengali;Bangla
bengali,Bengali
benign,benignant
bent,set|bent grass;bent-grass|knack;hang
bent,bend;flex|bend|flex;bend;deform;twist;turn|crouch;stoop;bend;bow|deflect;bend;turn away|flex;bend
bent,bent on;dead set;out to|bended|crumpled;dented
bereaved,bereaved person
bereaved,bereave
bereaved,bereft;grief-stricken;grieving;mourning;sorrowing
bereft,lovelorn;unbeloved|bereaved;grief-stricken;grieving;mourning;sorrowing
berserk,berserker
berserk,amuck;amok;demoniac;demoniacal;possessed
besieged,besiege;beleaguer;surround;hem in;circumvent|besiege|besiege
bespectacled,monocled;spectacled
bespoke,bespeak;betoken;indicate;point;signal|request;bespeak;call for;quest
bespoke,bespoken;made-to-order;tailored;tailor-made
best,topper|Best;C. H. Best;Charles Herbert Best
best,outdo;outflank;trump;scoop
best,better|full;good|estimable;good;honorable;respectable|beneficial;good|good|good;just;upright|adept;expert;good;practiced;proficient;skillful;skilful|good|dear;good;near|dependable;good;safe;secure|good;right;ripe|good;well|effective;good;in effect;in force|good|good;serious|good;sound|good;salutary|good;honest|good;undecomposed;unspoiled;unspoilt|good
